sample_id,split,scenario_instance_id,scenario_type,timestamp_s,window_duration_s,boundary_case,gps_valid,gps_speed_kmh,imu_valid,pitch_abs_deg,roll_abs_deg,roll_error_deg,outward_rate_deg_s,imu_attention_duration_ms,imu_urgent_consistent_samples,acc_norm_mean_mps2,acc_delta_signed_mps2,acc_change_abs_mps2,jerk_abs_mps3,radar_valid,radar_target_count,radar_path_target_count,radar_min_distance_m,radar_relative_speed_mps,radar_closing_speed_mps,radar_ttc_s,vision_valid,object_count,path_object_count,max_path_bottom_ratio,box_growth_rate_per_s,growth_duration_s,visual_tau_s,vision_confidence,imu_rule_score,motion_rule_score,radar_rule_score,vision_rule_score,rule_score,risk_label,risk_label_name,hard_rule_triggered,trigger_reason
tra-00082,train,tra-2-00260,radar_urgent,219.23,1.0,0,1,12.1206,1,3.5551,6.7983,1.6547,2.0127,55.56,0,9.6767,-0.5018,0.5018,2.973,1,1,1,0.6042,-1.0944,1.0944,0.5521,1,0,0,0.0,0.0,0.0,,0.0,0.11427,0.20811,0.93376,0.0,0.93376,2,高,1,radar
tra-00083,train,tra-0-01767,visual_path_candidate,1377.5,1.0,0,1,18.449,1,0.6134,3.7681,4.1213,1.5855,18.0,0,9.5631,0.457,0.457,1.4279,1,0,0,,0.0,0.0,,1,1,1,0.5227,0.0,0.0,,0.7361,0.188639,0.106633,0.0,0.2045,0.2045,0,低,0,vision
tra-00084,train,tra-1-00348,radar_attention,97.312,1.0,1,1,9.3432,1,0.0514,6.9893,1.7245,0.8682,51.94,1,10.0032,-0.483,0.483,0.4391,1,2,1,5.0694,-1.2917,1.2917,3.9246,1,0,0,0.0,0.0,0.0,,0.0,0.084667,0.1127,0.367703,0.0,0.367703,1,中,0,radar
tra-00085,train,tra-2-00607,predicted_lateral_instability,916.696,1.0,0,1,7.9599,1,0.5709,22.512,17.5617,20.873,704.211,3,9.6632,-0.1767,0.1767,2.7333,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.866365,0.191331,0.0,0.0,0.866365,2,高,1,imu
tra-00086,train,tra-1-00874,vision_looming_attention,1531.278,1.0,0,0,,1,0.9378,3.3372,3.7529,2.5287,50.84,1,9.9519,-0.7169,0.7169,0.9468,1,0,0,,0.0,0.0,,1,3,2,0.4715,0.2967,0.5244,3.44,0.7156,0.202155,0.167277,0.0,0.480667,0.480667,1,中,0,vision
tra-00087,train,tra-0-01931,normal_turn,321.142,1.0,1,1,23.0932,1,1.0509,14.3882,3.8143,1.7359,44.85,0,9.6628,-0.442,0.442,0.5883,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.182106,0.103133,0.0,0.0,0.182106,0,低,0,imu
tra-00088,train,tra-1-01212,sustained_outward_lean,1020.328,1.0,0,1,23.6807,1,1.313,14.8961,14.2246,9.4359,215.7128,0,9.663,-0.5449,0.5449,1.0909,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.624711,0.127143,0.0,0.0,0.624711,1,中,0,imu
tra-00089,train,tra-0-01332,radar_receding,1623.708,1.0,1,1,18.394,1,0.1873,0.142,2.8836,1.856,11.41,1,9.7555,0.01,0.01,2.5811,1,2,0,19.0591,2.0465,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.152894,0.180677,0.0,0.0,0.180677,0,低,0,motion
tra-00090,train,tra-0-01981,normal_turn,64.331,1.0,1,0,,1,2.5828,25.1113,4.3754,0.3794,72.32,1,9.9182,-0.1527,0.1527,1.604,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.163762,0.11228,0.0,0.0,0.163762,0,低,0,imu
tra-00091,train,tra-1-01062,road_bump,1264.153,1.0,0,1,9.6395,1,0.3878,1.8478,1.2543,2.8664,67.07,0,9.1946,2.3747,2.3747,5.9098,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.12416,0.43747,0.0,0.0,0.43747,1,中,0,motion
tra-00092,train,tra-0-01647,normal_straight,1364.973,1.0,0,1,18.9286,1,1.9934,1.8938,2.2098,2.2187,77.24,1,9.9731,-0.3641,0.3641,1.4686,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.139467,0.102802,0.0,0.0,0.139467,0,低,0,imu
tra-00093,train,tra-0-01206,normal_turn,160.488,1.0,1,0,,1,1.5369,11.3067,4.5944,0.7,59.28,1,9.6046,0.5498,0.5498,2.2958,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.180404,0.160706,0.0,0.0,0.180404,0,低,0,imu
tra-00094,train,tra-0-00977,normal_straight,784.523,1.0,0,1,15.6974,1,0.9968,0.5606,0.8907,1.8852,54.48,0,9.8871,0.0045,0.0045,0.1071,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.08396,0.007497,0.0,0.0,0.08396,0,低,0,imu
tra-00095,train,tra-1-00047,vision_path_near,103.612,1.0,0,1,17.0069,1,3.3818,4.627,4.0447,0.3638,93.37,0,9.6912,-0.3522,0.3522,1.6813,1,0,0,,0.0,0.0,,1,2,1,0.7509,0.0,0.0,,0.9543,0.151751,0.117691,0.0,0.584833,0.584833,1,中,0,vision
tra-00096,train,tra-2-00385,radar_urgent,1550.77,1.0,0,1,16.6437,1,3.803,3.0075,0.8773,2.4206,102.08,0,9.9239,0.7827,0.7827,3.6078,1,4,1,1.7288,-1.1073,1.1073,1.5613,1,0,0,0.0,0.0,0.0,,0.0,0.098482,0.252546,0.812679,0.0,0.812679,2,高,1,radar
tra-00097,train,tra-1-00602,vision_looming_attention,1182.051,1.0,0,0,,1,1.1812,5.286,1.7113,1.7284,110.86,1,10.0274,0.0471,0.0471,3.0763,1,0,0,,0.0,0.0,,1,4,3,0.5119,0.3918,0.9247,2.6451,0.8897,0.108291,0.215341,0.0,0.666143,0.666143,1,中,0,vision
tra-00098,train,tra-0-00807,normal_turn,439.751,1.0,0,1,22.9828,1,1.9096,11.2104,2.4695,0.275,45.42,1,9.6004,0.1503,0.1503,3.0032,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.094132,0.210224,0.0,0.0,0.210224,0,低,0,motion
tra-00099,train,tra-0-01775,normal_turn,733.486,1.0,0,1,9.9725,1,1.682,23.3732,3.3287,3.0504,76.52,1,9.8695,0.1846,0.1846,2.0442,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.201916,0.143094,0.0,0.0,0.201916,0,低,0,imu
tra-00100,train,tra-1-01270,moderate_acc_change,166.424,1.0,0,0,,1,3.6448,0.8176,1.6967,2.7186,118.34,0,9.8374,-2.8464,2.8464,9.4363,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.135505,0.660541,0.0,0.0,0.660541,1,中,0,motion
tra-00101,train,tra-0-00142,sensor_gap,114.703,1.0,0,1,5.0936,1,0.1199,6.3641,3.9908,0.2032,62.08,1,9.5627,0.6275,0.6275,2.0618,1,0,0,,0.0,0.0,,0,0,0,0.0,0.0,0.0,,0.0,0.145368,0.146417,0.0,0.0,0.146417,0,低,0,motion
tra-00102,train,tra-1-01115,moderate_acc_change,1150.723,1.0,0,0,,1,0.425,0.6881,3.9438,2.2095,84.47,1,9.8717,-2.5576,2.5576,8.9303,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.199899,0.625121,0.0,0.0,0.625121,1,中,0,motion
tra-00103,train,tra-1-00560,moderate_acc_change,325.825,1.0,0,1,23.4486,1,3.6257,4.9211,1.9901,0.9661,75.66,0,9.7962,-2.2813,2.2813,5.2376,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.096704,0.42813,0.0,0.0,0.42813,1,中,0,motion
tra-00104,train,tra-1-01808,vision_looming_attention,700.912,1.0,0,1,12.8409,1,3.6943,4.0962,0.605,1.6612,49.33,1,10.0398,0.1625,0.1625,3.3443,1,0,0,,0.0,0.0,,1,2,2,0.6786,0.2966,0.9893,3.4264,0.8731,0.067689,0.234101,0.0,0.48384,0.48384,1,中,0,vision
tra-00105,train,tra-0-01915,distant_obstacle_off_path,1396.132,1.0,0,0,,1,2.6751,2.5761,4.4013,2.6246,43.93,1,10.0332,-0.1982,0.1982,3.6069,1,3,0,35.648,-3.0712,3.0712,11.6072,1,2,0,0.0,0.0,0.0,,0.849,0.227534,0.252483,0.120629,0.0,0.252483,0,低,0,motion
tra-00106,train,tra-1-00343,vision_path_near,782.695,1.0,0,0,,1,0.9276,0.4619,4.2091,0.5529,12.12,0,9.5602,-0.6912,0.6912,2.986,1,0,0,,0.0,0.0,,1,3,3,0.7252,0.0,0.0,,0.9529,0.1628,0.20902,0.0,0.542,0.542,1,中,0,vision
tra-00107,train,tra-2-00112,severe_acc_change,381.621,1.0,0,1,7.5119,1,3.6984,5.2617,1.0985,1.0984,35.56,1,9.8192,7.7038,7.7038,12.8617,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.069203,0.862228,0.0,0.0,0.862228,2,高,1,motion
tra-00108,train,tra-0-00921,normal_straight,261.782,1.0,0,1,23.2006,1,3.8522,1.0032,1.0715,1.1732,2.58,0,10.0217,0.0054,0.0054,1.613,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.070352,0.11291,0.0,0.0,0.11291,0,低,0,motion
tra-00109,train,tra-2-00450,radar_urgent,1240.331,1.0,0,1,6.7407,1,3.7235,1.1503,3.1114,1.8852,60.34,0,9.9147,-0.8131,0.8131,0.664,1,2,1,1.1026,-1.3213,1.3213,0.8345,1,0,0,0.0,0.0,0.0,,0.0,0.161685,0.189723,0.899879,0.0,0.899879,2,高,1,radar
tra-00110,train,tra-1-01459,sustained_outward_lean,1788.511,1.0,0,1,22.1741,1,0.8724,14.0703,10.8361,5.2323,215.4703,1,9.8692,-0.8839,0.8839,0.5085,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.467179,0.206243,0.0,0.0,0.467179,1,中,0,imu
tra-00111,train,tra-0-00609,sensor_gap,208.588,1.0,0,0,,1,0.306,1.0802,3.2031,0.2101,40.45,0,9.6403,-0.5369,0.5369,1.5301,0,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.117991,0.125277,0.0,0.0,0.125277,0,低,0,motion
tra-00112,train,tra-1-00319,moderate_acc_change,460.843,1.0,0,1,5.867,1,1.569,1.4551,3.601,2.601,7.4,0,10.0261,-4.4222,4.4222,8.862,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.198863,0.64222,0.0,0.0,0.64222,1,中,0,motion
tra-00113,train,tra-2-00622,predicted_lateral_instability,593.036,1.0,0,1,13.9199,1,2.0048,13.9224,10.4365,22.5847,453.0626,3,10.029,-0.1653,0.1653,0.7869,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.758185,0.055083,0.0,0.0,0.758185,2,高,1,imu
tra-00114,train,tra-1-01044,vision_looming_attention,1064.643,1.0,0,0,,1,3.677,3.8623,2.8975,0.5662,36.86,0,9.5652,-0.5867,0.5867,1.6155,1,0,0,,0.0,0.0,,1,5,2,0.6991,0.3767,0.9278,2.951,0.9314,0.117266,0.136897,0.0,0.594767,0.594767,1,中,0,vision
tra-00115,train,tra-2-01288,multisensor_high,562.976,1.0,0,1,16.8526,1,0.6757,4.5831,4.0351,1.092,114.58,1,9.7582,0.4736,0.4736,1.1134,1,3,1,2.0752,-2.4223,2.4223,0.8567,1,2,2,0.8329,0.8753,0.4374,1.1145,0.6511,0.171804,0.110507,0.897215,0.86626,0.897215,2,高,1,radar
tra-00116,train,tra-0-00941,sensor_gap,899.552,1.0,0,0,,0,2.585,3.9787,2.7064,2.1642,21.88,0,9.8566,0.3441,0.3441,3.6693,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,低,0,imu+motion+radar+vision
tra-00117,train,tra-1-01075,moderate_acc_change,105.814,1.0,0,1,7.2305,1,3.6257,2.4913,1.0567,2.938,50.3,0,9.74,4.3585,4.3585,6.3789,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.119248,0.63585,0.0,0.0,0.63585,1,中,0,motion
tra-00118,train,tra-0-01980,radar_receding,1630.285,1.0,0,1,8.3218,1,3.7976,6.8616,1.5084,2.0713,100.19,0,9.562,-0.5642,0.5642,3.3412,1,3,0,9.9871,0.504,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.11079,0.233884,0.0,0.0,0.233884,0,低,0,motion
tra-00119,train,tra-2-00667,severe_acc_change,1267.51,1.0,0,1,14.5043,1,1.1318,0.8949,2.5798,2.352,13.9,1,9.9401,-5.2462,5.2462,15.6031,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.156149,0.868093,0.0,0.0,0.868093,2,高,1,motion
tra-00120,train,tra-2-00416,predicted_lateral_instability,1504.153,1.0,0,1,15.7191,1,1.5415,14.4619,11.6746,22.281,357.7935,3,9.8412,0.6108,0.6108,0.6436,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.775727,0.14252,0.0,0.0,0.775727,2,高,1,imu
tra-00121,train,tra-2-00301,multisensor_high,1256.597,1.0,0,0,,1,3.8093,0.0543,3.706,2.7022,60.81,0,9.6008,3.9836,3.9836,13.0775,1,4,1,2.1797,-1.2734,1.2734,1.7117,1,2,1,0.9233,1.0087,0.5132,0.975,0.7641,0.205372,0.792325,0.794635,0.883,0.883,2,高,1,vision
tra-00122,train,tra-2-00388,predicted_lateral_instability,26.894,1.0,1,1,16.235,1,1.6131,21.088,17.413,21.9959,501.0318,3,9.7433,0.7129,0.7129,0.3088,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.870652,0.166343,0.0,0.0,0.870652,2,高,1,imu
tra-00123,train,tra-2-01244,severe_acc_change,838.031,1.0,0,1,9.9377,1,1.2274,0.9047,1.0559,2.6724,49.57,1,9.8195,-7.756,7.756,12.6549,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.111784,0.86536,0.0,0.0,0.86536,2,高,1,motion
tra-00124,train,tra-2-00511,severe_acc_change,1745.579,1.0,0,0,,1,2.6441,0.6486,1.3833,2.543,36.97,1,9.9107,7.1413,7.1413,15.5104,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.119619,0.865312,0.0,0.0,0.865312,2,高,1,motion
tra-00125,train,tra-0-01078,normal_straight,1030.059,1.0,0,1,7.853,1,2.3317,3.8667,0.0366,2.3444,46.59,0,9.9354,0.8312,0.8312,0.8026,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.066924,0.193947,0.0,0.0,0.193947,0,低,0,motion
tra-00126,train,tra-1-00198,vision_path_near,993.14,1.0,0,1,12.875,1,1.7406,4.3479,3.1135,0.368,62.47,1,9.5735,0.7033,0.7033,2.459,1,0,0,,0.0,0.0,,1,5,3,0.6646,0.0,0.0,,0.6354,0.119277,0.17213,0.0,0.441,0.441,1,中,0,vision
tra-00127,train,tra-2-00546,multisensor_high,1094.432,1.0,0,1,21.3145,1,3.7736,4.0219,3.4137,2.4797,33.74,1,10.0272,-5.6925,5.6925,7.6976,1,3,1,4.1528,-2.1,2.1,1.9775,1,5,2,0.8917,0.5431,0.4799,1.6972,0.8494,0.188911,0.74155,0.762745,0.796336,0.796336,2,高,1,vision
tra-00128,train,tra-0-01268,sensor_gap,9.551,1.0,0,1,5.6275,1,0.1115,0.1763,1.2463,1.7399,94.07,0,9.8618,0.5236,0.5236,1.8253,1,0,0,,0.0,0.0,,0,0,0,0.0,0.0,0.0,,0.0,0.092338,0.127771,0.0,0.0,0.127771,0,低,0,motion
tra-00129,train,tra-2-00880,severe_acc_change,1313.027,1.0,0,1,12.6481,1,0.3507,1.3743,0.7387,0.4887,100.34,1,9.6643,-7.6709,7.6709,14.6018,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.039538,0.860254,0.0,0.0,0.860254,2,高,1,motion
tra-00130,train,tra-2-01039,predicted_lateral_instability,911.595,1.0,0,0,,1,2.5403,26.7258,20.4171,13.9828,667.2181,3,9.8267,-0.2904,0.2904,0.3044,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.7,0.06776,0.0,0.0,0.7,2,高,1,imu
tra-00131,train,tra-0-00059,distant_obstacle_off_path,1593.61,1.0,0,1,5.4826,1,0.137,3.9126,1.2487,2.9067,56.97,1,9.5834,-0.8708,0.8708,1.4283,1,4,0,18.8241,-1.6729,1.6729,11.2524,1,5,0,0.0,0.0,0.0,,0.9211,0.125092,0.203187,0.124432,0.0,0.203187,0,低,0,motion
tra-00132,train,tra-0-02002,visual_path_candidate,624.501,1.0,0,1,7.5728,1,2.3768,0.0917,0.8857,2.1769,59.83,1,9.7406,-0.6344,0.6344,1.3821,1,0,0,,0.0,0.0,,1,3,3,0.5055,0.0,0.0,,0.7832,0.091953,0.148027,0.0,0.175833,0.175833,0,低,0,vision
tra-00133,train,tra-2-00806,vision_looming_urgent,126.755,1.0,0,1,20.6379,1,2.5284,6.0886,3.0179,2.8483,92.91,1,9.8725,0.0316,0.0316,1.3778,1,0,0,,0.0,0.0,,1,2,1,0.8234,1.6791,0.6795,0.6252,0.6642,0.185379,0.096446,0.0,0.924976,0.924976,2,高,1,vision
tra-00134,train,tra-0-00082,normal_straight,1330.894,1.0,0,1,12.6829,1,3.8444,2.4926,0.7151,2.4501,12.21,0,9.9966,0.6826,0.6826,3.3766,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.093631,0.236362,0.0,0.0,0.236362,0,低,0,motion
tra-00135,train,tra-2-01086,vision_looming_urgent,1019.276,1.0,0,1,9.9805,1,3.5582,1.8,0.0203,0.1085,60.81,0,10.02,-0.8498,0.8498,1.6611,1,0,0,,0.0,0.0,,1,3,1,0.802,0.4386,0.7239,2.164,0.6364,0.003748,0.198287,0.0,0.74032,0.74032,2,高,1,vision
tra-00136,train,tra-0-01453,radar_receding,1097.133,1.0,0,0,,1,0.2508,6.6116,2.4663,0.2267,99.53,0,9.5708,-0.545,0.545,0.8801,1,1,1,10.2122,0.3274,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.092668,0.127167,0.0,0.0,0.127167,0,低,0,motion
tra-00137,train,tra-1-01375,vision_path_near,1661.325,1.0,0,1,9.3509,1,3.4581,6.4915,4.0371,0.3134,119.43,0,9.6586,-0.0086,0.0086,3.3832,1,0,0,,0.0,0.0,,1,3,2,0.7306,0.0,0.0,,0.743,0.150074,0.236824,0.0,0.551,0.551,1,中,0,vision
tra-00138,train,tra-1-00917,moderate_acc_change,835.065,1.0,0,1,16.6301,1,3.9564,0.3689,2.5615,0.1286,5.87,1,9.8634,2.7505,2.7505,8.9576,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.093253,0.627032,0.0,0.0,0.627032,1,中,0,motion
tra-00139,train,tra-1-01034,vision_looming_attention,145.189,1.0,0,1,10.0984,1,0.8256,1.4682,4.4759,1.4755,18.59,0,9.648,-0.6903,0.6903,1.5575,1,0,0,,0.0,0.0,,1,3,1,0.7176,0.3247,0.2879,3.4467,0.9156,0.19797,0.16107,0.0,0.529333,0.529333,1,中,0,vision
tra-00140,train,tra-1-00202,moderate_acc_change,1112.161,1.0,0,0,,1,3.767,5.4607,0.3696,0.6226,55.72,1,9.969,4.4578,4.4578,6.2624,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.030369,0.64578,0.0,0.0,0.64578,1,中,0,motion
tra-00141,train,tra-1-01192,vision_looming_attention,30.732,1.0,0,1,19.9414,1,1.2146,5.3508,2.7478,1.7016,26.01,0,9.9514,0.391,0.391,3.6931,1,0,0,,0.0,0.0,,1,4,1,0.5899,0.378,0.6983,2.7747,0.8898,0.143818,0.258517,0.0,0.635903,0.635903,1,中,0,vision
tra-00142,train,tra-0-00374,distant_obstacle_off_path,1429.686,1.0,0,1,9.7428,1,1.5171,1.1203,1.0443,2.5084,95.26,1,9.9985,0.8993,0.8993,1.3702,1,3,0,29.7536,-2.5963,2.5963,11.46,1,5,0,0.0,0.0,0.0,,0.7522,0.106786,0.209837,0.122178,0.0,0.209837,0,低,0,motion
tra-00143,train,tra-1-01713,vision_path_near,1214.565,1.0,0,1,5.3744,1,3.6962,5.0393,1.5564,0.4048,51.01,0,10.0029,-0.5126,0.5126,1.5018,1,0,0,,0.0,0.0,,1,4,1,0.6498,0.0,0.0,,0.84,0.065808,0.119607,0.0,0.416333,0.416333,1,中,0,vision
tra-00144,train,tra-0-01326,sensor_gap,1598.578,1.0,0,1,13.6263,1,2.7193,0.389,3.0077,0.6069,67.11,1,9.923,0.5012,0.5012,3.0116,1,0,0,,0.0,0.0,,0,0,0,0.0,0.0,0.0,,0.0,0.122263,0.210812,0.0,0.0,0.210812,0,低,0,motion
tra-00145,train,tra-0-01577,sensor_gap,373.942,1.0,1,1,16.4562,1,3.4399,0.1346,1.6829,1.6779,117.69,0,9.9076,0.8366,0.8366,1.4905,1,0,0,,0.0,0.0,,0,0,0,0.0,0.0,0.0,,0.0,0.105883,0.195207,0.0,0.0,0.195207,0,低,0,motion
tra-00146,train,tra-1-01132,road_bump,476.948,1.0,0,1,14.597,1,3.5576,1.1317,0.0891,0.9341,7.6,0,9.8987,2.9161,2.9161,6.4465,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.029273,0.49161,0.0,0.0,0.49161,1,中,0,motion
tra-00147,train,tra-0-00633,distant_obstacle_off_path,18.866,1.0,0,1,21.3623,1,1.4266,1.9597,4.4211,1.2526,61.42,0,9.9399,-0.791,0.791,1.5285,1,3,0,15.1346,-1.546,1.546,9.7895,1,1,0,0.0,0.0,0.0,,0.9747,0.189811,0.184567,0.143027,0.0,0.189811,0,低,0,imu
tra-00148,train,tra-0-01717,radar_receding,915.556,1.0,0,1,10.6751,1,0.0268,6.1224,3.2425,2.2381,76.46,1,9.9478,0.2584,0.2584,1.4121,1,2,1,8.24,2.1545,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.176154,0.098847,0.0,0.0,0.176154,0,低,0,imu
tra-00149,train,tra-2-01071,radar_urgent,1320.361,1.0,0,1,13.8961,1,0.5379,0.3346,2.6876,1.032,23.0,0,9.863,-0.3485,0.3485,3.2539,1,1,1,3.0723,-1.6108,1.6108,1.9073,1,0,0,0.0,0.0,0.0,,0.0,0.122962,0.227773,0.771167,0.0,0.771167,2,高,1,radar
tra-00150,train,tra-1-01758,vision_path_near,760.75,1.0,0,0,,1,1.6487,5.8918,2.0988,2.5154,20.26,1,9.6046,-0.8575,0.8575,3.3851,1,0,0,,0.0,0.0,,1,5,3,0.7819,0.0,0.0,,0.7799,0.143889,0.236957,0.0,0.6365,0.6365,1,中,0,vision
tra-00151,train,tra-1-01291,radar_attention,1755.456,1.0,0,1,10.3369,1,0.3637,5.2694,0.9559,1.0132,77.89,0,9.6245,0.4827,0.4827,1.1692,1,2,1,9.1018,-3.147,3.147,2.8922,1,0,0,0.0,0.0,0.0,,0.0,0.061826,0.11263,0.608596,0.0,0.608596,1,中,0,radar
tra-00152,train,tra-1-01149,vision_path_near,1302.7,1.0,0,1,9.6181,1,3.1783,2.0298,0.8027,0.5211,11.85,1,9.8106,0.4982,0.4982,0.5745,1,0,0,,0.0,0.0,,1,3,1,0.7698,0.0,0.0,,0.7204,0.042685,0.116247,0.0,0.616333,0.616333,1,中,0,vision
tra-00153,train,tra-2-00878,severe_acc_change,1176.171,1.0,0,0,,1,3.1617,4.1486,3.1191,1.376,31.74,1,9.6853,-8.812,8.812,11.6589,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.147696,0.92872,0.0,0.0,0.92872,2,高,1,motion
tra-00154,train,tra-0-01914,distant_obstacle_off_path,1545.692,1.0,0,1,12.6067,1,2.5605,5.5951,4.3599,0.4056,23.66,1,9.8144,-0.0019,0.0019,2.7422,1,2,0,10.5453,-1.1976,1.1976,8.8054,1,2,0,0.0,0.0,0.0,,0.6394,0.163953,0.191954,0.159012,0.0,0.191954,0,低,0,motion
tra-00155,train,tra-1-00766,moderate_acc_change,1550.247,1.0,0,1,18.5215,1,3.6513,2.5578,3.9437,2.7118,47.95,0,9.8632,3.7414,3.7414,6.5505,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.21396,0.57414,0.0,0.0,0.57414,1,中,0,motion
tra-00156,train,tra-0-01852,visual_path_candidate,1692.018,1.0,0,1,15.5272,1,3.3372,2.3179,1.681,0.5457,111.84,1,9.757,0.4077,0.4077,1.1119,1,0,0,,0.0,0.0,,1,5,1,0.5769,0.0,0.0,,0.7204,0.074115,0.09513,0.0,0.294833,0.294833,0,低,0,vision
tra-00157,train,tra-1-01312,radar_attention,1230.482,1.0,0,1,11.8632,1,1.095,5.5481,0.4262,0.4683,33.51,1,9.8153,0.4562,0.4562,0.2889,1,2,1,10.0635,-3.0827,3.0827,3.2645,1,0,0,0.0,0.0,0.0,,0.0,0.028029,0.106447,0.521726,0.0,0.521726,1,中,0,radar
tra-00158,train,tra-2-00724,multisensor_high,131.863,1.0,0,1,23.2451,1,2.5007,3.0508,3.4145,0.1416,72.17,1,9.9627,3.0604,3.0604,8.787,1,4,1,2.2778,-1.2676,1.2676,1.7969,1,5,2,0.912,0.4547,0.5119,1.9023,0.8551,0.123472,0.61509,0.784412,0.771724,0.784412,2,高,1,radar
tra-00159,train,tra-1-01078,sustained_outward_lean,813.35,1.0,0,0,,1,2.9892,18.1789,15.5905,6.9389,206.4408,0,9.7198,-0.5499,0.5499,2.7498,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.609971,0.192486,0.0,0.0,0.609971,1,中,0,imu
tra-00160,train,tra-0-01165,radar_receding,1648.602,1.0,0,1,23.8392,1,3.1062,0.9495,1.8397,0.4474,103.31,1,9.903,0.1198,0.1198,1.6027,1,2,1,11.964,0.2772,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.076917,0.112189,0.0,0.0,0.112189,0,低,0,motion
tra-00161,train,tra-1-01119,radar_attention,1260.136,1.0,0,1,17.462,1,0.4503,5.6945,2.329,2.327,106.42,0,9.9677,0.2653,0.2653,2.2225,1,4,1,9.945,-2.8305,2.8305,3.5135,1,0,0,0.0,0.0,0.0,,0.0,0.146671,0.155575,0.463626,0.0,0.463626,1,中,0,radar
tra-00162,train,tra-0-01432,normal_straight,1701.659,1.0,0,1,10.7377,1,3.4483,2.4849,4.2975,0.0358,32.98,1,9.5998,-0.7371,0.7371,3.7399,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.151415,0.261793,0.0,0.0,0.261793,0,低,0,motion
tra-00163,train,tra-2-00623,radar_urgent,1077.955,1.0,0,1,21.9164,1,2.9869,2.5258,0.8319,2.3339,96.47,1,9.939,-0.7376,0.7376,2.1263,1,2,1,2.3784,-1.2207,1.2207,1.9484,1,0,0,0.0,0.0,0.0,,0.0,0.094466,0.172107,0.766236,0.0,0.766236,2,高,1,radar
tra-00164,train,tra-0-01851,sensor_gap,513.623,1.0,0,0,,1,0.7582,5.6251,0.3697,1.0388,40.23,1,9.74,-0.2471,0.2471,3.0619,0,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.042026,0.214333,0.0,0.0,0.214333,0,低,0,motion
